,HFUEL,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,HHVEHCNT,URBRUR,HTPPOPDN,PRICE,PLACE,R_AGE_IMP,R_SEX_IMP,EDUC,R_RACE,GT1JBLWK,OCCAT,CARSHARE,TIMETOWK,YEARMILE,VEHAGE
4953,0,5,1.0,3.0,0.0,2.0,1,3,2.0,2.0,48,1,4.0,1.0,1,4.0,0,75.0,35000.0,3.0
4981,0,5,0.0,4.0,0.0,4.0,1,6,2.0,2.0,64,0,5.0,1.0,0,4.0,0,60.0,12500.0,1.0
4982,0,2,1.0,2.0,0.0,2.0,1,6,3.0,3.0,60,0,4.0,1.0,0,2.0,0,25.0,1500.0,2.0
4993,0,3,1.0,3.0,0.0,3.0,1,2,4.0,4.0,55,1,2.0,1.0,0,3.0,0,35.0,12000.0,3.0
5020,0,5,1.0,2.0,0.0,3.0,1,4,2.0,2.0,52,0,3.0,1.0,0,4.0,0,35.0,25000.0,1.0
5055,0,5,1.0,3.0,0.0,3.0,1,2,2.0,1.0,76,1,5.0,1.0,0,4.0,0,60.0,14000.0,3.0
5058,0,5,0.0,2.0,0.0,1.0,0,6,1.0,2.0,53,0,5.0,1.0,0,4.0,0,45.0,25000.0,1.0
5061,0,2,1.0,2.0,0.0,3.0,1,6,4.0,4.0,52,1,3.0,6.0,0,3.0,0,15.0,7500.0,2.0
5117,0,3,1.0,2.0,0.0,2.0,1,2,5.0,4.0,57,0,2.0,1.0,0,2.0,0,18.0,3000.0,2.0
5144,0,5,1.0,1.0,0.0,1.0,1,3,2.0,2.0,45,1,4.0,1.0,0,4.0,0,18.0,20000.0,3.0
5149,0,3,1.0,1.0,0.0,1.0,1,5,5.0,4.0,40,1,5.0,1.0,0,4.0,0,5.0,7000.0,1.0
5227,0,5,1.0,2.0,0.0,3.0,1,2,1.0,4.0,56,0,5.0,1.0,0,4.0,0,20.0,12000.0,3.0
5238,0,3,0.0,1.0,0.0,2.0,0,5,3.0,3.0,55,0,2.0,1.0,0,1.0,0,12.0,100.0,1.0
5333,0,2,1.0,3.0,0.0,3.0,0,1,1.0,1.0,49,1,3.0,1.0,0,1.0,0,15.0,8400.0,2.0
5339,0,5,1.0,2.0,0.0,2.0,0,6,2.0,3.0,56,0,4.0,1.0,0,4.0,0,15.0,5000.0,3.0
5344,0,2,1.0,2.0,0.0,3.0,1,6,3.0,4.0,52,0,3.0,2.0,0,2.0,0,45.0,4000.0,3.0
5355,0,5,1.0,1.0,0.0,1.0,1,6,2.0,3.0,62,1,5.0,2.0,0,4.0,0,25.0,12000.0,1.0
5361,0,5,1.0,1.0,0.0,1.0,1,5,3.0,2.0,45,1,2.0,7.0,0,4.0,0,30.0,10000.0,1.0
5374,0,3,1.0,5.0,0.0,4.0,1,1,1.0,2.0,29,0,4.0,1.0,0,4.0,0,60.0,12000.0,1.0
5382,0,1,1.0,1.0,0.0,1.0,1,2,5.0,4.0,68,0,3.0,2.0,0,2.0,0,35.0,1500.0,3.0
5394,0,5,1.0,3.0,0.0,1.0,1,1,1.0,2.0,46,0,3.0,1.0,0,2.0,0,30.0,13000.0,3.0
5409,0,5,0.0,2.0,0.0,2.0,0,4,2.0,3.0,44,0,5.0,1.0,0,4.0,0,35.0,8000.0,2.0
5410,0,5,1.0,2.0,0.0,2.0,0,7,5.0,5.0,53,1,4.0,1.0,0,4.0,0,20.0,10.0,2.0
5482,0,4,1.0,2.0,0.0,3.0,1,2,5.0,4.0,46,1,4.0,1.0,0,4.0,0,15.0,50000.0,2.0
5513,0,5,1.0,5.0,0.0,3.0,0,1,3.0,3.0,41,1,5.0,1.0,1,4.0,0,85.0,14000.0,2.0
5518,0,4,1.0,1.0,0.0,0.0,1,2,3.0,3.0,42,0,5.0,3.0,0,4.0,0,15.0,15000.0,1.0
5528,0,3,1.0,1.0,0.0,1.0,1,1,2.0,3.0,32,1,3.0,1.0,0,3.0,0,15.0,50000.0,2.0
5559,0,4,1.0,1.0,0.0,1.0,1,5,4.0,2.0,60,0,2.0,1.0,0,2.0,0,45.0,12000.0,2.0
5560,0,4,1.0,2.0,0.0,2.0,1,5,2.0,2.0,63,1,3.0,1.0,0,4.0,0,25.0,17000.0,3.0
5561,0,4,1.0,2.0,0.0,2.0,1,5,1.0,2.0,60,0,2.0,1.0,0,1.0,0,45.0,18000.0,2.0
5563,0,3,1.0,2.0,0.0,3.0,1,2,3.0,2.0,22,1,3.0,1.0,0,2.0,0,60.0,15000.0,3.0
5588,0,5,1.0,2.0,0.0,3.0,1,3,3.0,2.0,50,1,5.0,1.0,0,4.0,0,60.0,11000.0,3.0
5591,0,5,1.0,1.0,0.0,1.0,0,6,3.0,1.0,60,1,3.0,1.0,0,2.0,0,30.0,12000.0,1.0
5621,0,5,1.0,1.0,0.0,1.0,1,6,2.0,3.0,40,0,3.0,1.0,0,4.0,0,50.0,12000.0,2.0
5628,0,4,1.0,1.0,0.0,2.0,1,5,3.0,4.0,59,0,3.0,1.0,0,2.0,0,12.0,10000.0,2.0
5630,0,1,1.0,1.0,0.0,2.0,1,4,3.0,3.0,69,0,2.0,1.0,0,2.0,0,20.0,7000.0,1.0
5632,0,3,0.0,1.0,0.0,1.0,1,3,3.0,5.0,32,0,4.0,1.0,0,4.0,0,30.0,12500.0,1.0
5642,0,4,1.0,1.0,0.0,1.0,1,6,4.0,4.0,28,0,4.0,1.0,0,4.0,0,15.0,15000.0,1.0
5673,0,5,0.0,1.0,0.0,1.0,1,6,2.0,2.0,34,1,4.0,1.0,0,2.0,0,60.0,15000.0,3.0
5674,0,2,1.0,1.0,0.0,3.0,1,6,3.0,3.0,60,1,3.0,1.0,1,4.0,0,12.0,7000.0,3.0
5723,0,2,0.0,2.0,0.0,2.0,0,5,2.0,3.0,32,0,5.0,7.0,0,1.0,0,90.0,75000.0,3.0
5767,0,1,1.0,2.0,0.0,2.0,1,6,4.0,3.0,25,0,2.0,1.0,0,4.0,0,30.0,12000.0,3.0
5783,0,5,1.0,2.0,0.0,4.0,0,2,4.0,3.0,44,0,2.0,1.0,0,1.0,0,10.0,10000.0,2.0
5793,0,4,1.0,1.0,0.0,2.0,1,2,2.0,2.0,62,0,3.0,1.0,0,4.0,0,20.0,10000.0,3.0
5795,0,5,1.0,3.0,0.0,4.0,1,2,2.0,2.0,39,1,4.0,1.0,0,4.0,0,25.0,10000.0,1.0
5832,0,4,1.0,4.0,0.0,4.0,0,5,2.0,3.0,55,1,4.0,1.0,0,4.0,0,10.0,6400.0,1.0
5834,0,1,1.0,2.0,0.0,2.0,1,2,3.0,4.0,30,1,3.0,3.0,1,4.0,0,15.0,15000.0,3.0
5947,0,5,0.0,2.0,0.0,2.0,0,7,3.0,2.0,28,1,5.0,1.0,0,4.0,0,10.0,7000.0,1.0
5950,0,5,1.0,2.0,0.0,2.0,1,1,3.0,4.0,56,1,4.0,1.0,0,4.0,0,10.0,12000.0,3.0
5971,0,5,1.0,2.0,0.0,2.0,0,6,2.0,3.0,36,0,5.0,1.0,0,2.0,0,45.0,10000.0,3.0
5988,0,5,1.0,1.0,0.0,2.0,0,1,5.0,5.0,43,0,4.0,2.0,0,4.0,0,60.0,50000.0,3.0
6019,0,4,1.0,2.0,0.0,2.0,1,3,1.0,3.0,68,0,3.0,1.0,0,2.0,0,10.0,10000.0,2.0
6026,0,3,0.0,1.0,0.0,1.0,1,1,2.0,3.0,16,1,1.0,1.0,0,1.0,0,15.0,500.0,1.0
6050,0,2,1.0,1.0,0.0,1.0,0,1,2.0,3.0,36,1,5.0,2.0,0,4.0,0,60.0,20000.0,2.0
6069,0,4,0.0,1.0,0.0,1.0,1,7,3.0,2.0,54,1,3.0,1.0,0,1.0,0,15.0,10000.0,2.0
6074,0,5,0.0,2.0,0.0,2.0,1,5,2.0,3.0,36,0,4.0,1.0,0,4.0,0,15.0,12000.0,1.0
6109,0,5,1.0,2.0,0.0,1.0,1,6,2.0,3.0,47,0,5.0,1.0,0,4.0,0,30.0,50000.0,1.0
6139,0,5,1.0,2.0,0.0,5.0,1,6,3.0,3.0,31,0,5.0,1.0,0,1.0,0,35.0,16000.0,3.0
6155,0,3,0.0,2.0,0.0,2.0,1,3,5.0,4.0,48,1,2.0,1.0,0,3.0,0,14.0,17000.0,1.0
6170,0,3,0.0,1.0,0.0,1.0,1,4,5.0,4.0,54,0,3.0,1.0,0,4.0,0,10.0,12500.0,2.0
6172,0,5,1.0,2.0,0.0,2.0,1,1,2.0,4.0,58,1,3.0,1.0,0,4.0,0,10.0,12000.0,3.0
6216,0,5,0.0,1.0,0.0,2.0,1,5,2.0,3.0,50,0,3.0,1.0,0,4.0,0,20.0,10000.0,2.0
6275,0,1,1.0,2.0,0.0,2.0,1,1,2.0,3.0,61,1,3.0,1.0,0,3.0,0,30.0,5000.0,3.0
6338,0,5,0.0,4.0,0.0,2.0,1,3,4.0,2.0,31,0,4.0,1.0,0,4.0,0,20.0,10000.0,3.0
6354,0,5,1.0,4.0,0.0,3.0,1,3,3.0,2.0,42,1,5.0,1.0,0,3.0,0,40.0,24500.0,2.0
6379,0,4,1.0,2.0,0.0,2.0,1,2,3.0,3.0,44,0,4.0,1.0,0,4.0,0,35.0,50000.0,3.0
6386,0,5,1.0,3.0,0.0,3.0,1,4,1.0,3.0,38,1,5.0,1.0,1,4.0,0,40.0,15000.0,2.0
6395,0,2,1.0,2.0,0.0,2.0,0,2,2.0,3.0,65,0,3.0,1.0,0,1.0,0,20.0,23000.0,3.0
6398,0,5,1.0,2.0,0.0,1.0,0,5,3.0,3.0,27,0,5.0,1.0,0,2.0,0,35.0,7000.0,2.0
6419,0,5,1.0,2.0,0.0,2.0,0,5,3.0,1.0,37,0,5.0,2.0,1,4.0,0,25.0,18000.0,3.0
6425,0,3,1.0,3.0,0.0,4.0,1,1,2.0,2.0,40,1,4.0,7.0,1,4.0,0,25.0,15000.0,3.0
6435,0,2,1.0,2.0,0.0,2.0,1,2,4.0,4.0,31,1,4.0,3.0,0,2.0,0,25.0,11000.0,1.0
6451,0,3,1.0,2.0,0.0,4.0,1,2,3.0,3.0,56,1,3.0,1.0,0,3.0,0,20.0,18000.0,2.0
6476,0,3,1.0,1.0,0.0,3.0,0,6,5.0,4.0,43,1,3.0,1.0,0,3.0,0,13.0,8000.0,2.0
6550,0,2,1.0,1.0,0.0,1.0,0,6,1.0,5.0,62,0,3.0,1.0,0,4.0,0,5.0,5500.0,1.0
6568,0,5,1.0,2.0,0.0,2.0,1,6,5.0,5.0,36,1,4.0,1.0,0,4.0,0,35.0,40000.0,2.0
6594,0,3,1.0,2.0,0.0,2.0,1,6,2.0,2.0,31,0,3.0,1.0,0,2.0,0,20.0,10000.0,2.0
6673,0,5,0.0,2.0,0.0,1.0,1,1,1.0,2.0,50,0,5.0,1.0,0,4.0,0,45.0,10000.0,3.0
6680,0,4,1.0,4.0,0.0,4.0,1,4,2.0,3.0,60,1,5.0,1.0,0,4.0,0,10.0,10000.0,3.0
6682,0,5,1.0,2.0,0.0,1.0,1,2,2.0,1.0,64,1,5.0,1.0,0,4.0,0,110.0,5000.0,2.0
6751,0,3,0.0,1.0,0.0,1.0,1,1,1.0,3.0,56,0,2.0,3.0,0,1.0,0,5.0,12000.0,3.0
6772,0,4,1.0,3.0,0.0,4.0,1,4,2.0,3.0,43,1,4.0,1.0,1,4.0,0,0.0,8000.0,2.0
6855,0,3,0.0,4.0,1.0,3.0,1,5,1.0,2.0,30,0,3.0,3.0,0,2.0,0,50.0,50.0,3.0
6858,0,5,0.0,2.0,0.0,0.0,1,4,3.0,3.0,31,1,5.0,6.0,0,4.0,0,25.0,5000.0,3.0
6859,0,5,1.0,2.0,0.0,2.0,1,6,3.0,2.0,31,0,5.0,3.0,0,4.0,0,5.0,600.0,2.0
6872,0,4,1.0,1.0,0.0,2.0,1,5,2.0,2.0,33,0,5.0,1.0,0,4.0,0,15.0,15000.0,1.0
6888,0,3,1.0,1.0,0.0,1.0,0,2,3.0,1.0,67,1,5.0,1.0,0,4.0,0,40.0,20000.0,3.0
6890,0,2,1.0,4.0,1.0,3.0,1,2,3.0,2.0,58,0,2.0,1.0,0,3.0,0,22.0,11000.0,1.0
6914,0,3,1.0,1.0,0.0,1.0,1,6,4.0,4.0,55,1,5.0,1.0,1,3.0,0,15.0,10000.0,1.0
6930,0,2,1.0,2.0,0.0,2.0,1,6,3.0,2.0,35,0,5.0,2.0,0,2.0,0,20.0,0.0,3.0
6931,0,2,1.0,1.0,0.0,1.0,1,6,2.0,2.0,40,1,3.0,2.0,0,4.0,0,50.0,0.0,3.0
6956,0,4,0.0,1.0,0.0,1.0,1,2,2.0,3.0,28,1,5.0,1.0,0,1.0,0,25.0,21000.0,3.0
6982,0,1,1.0,4.0,0.0,3.0,1,1,1.0,1.0,61,0,3.0,2.0,0,1.0,0,100.0,10000.0,2.0
6983,0,5,0.0,3.0,1.0,2.0,1,1,2.0,2.0,67,1,5.0,1.0,0,4.0,0,5.0,10000.0,3.0
6988,0,2,1.0,5.0,0.0,4.0,1,1,5.0,3.0,54,1,3.0,1.0,1,1.0,0,17.0,5000.0,1.0
6990,0,3,1.0,2.0,0.0,4.0,1,1,2.0,3.0,60,1,2.0,1.0,1,3.0,0,45.0,75000.0,1.0
7017,0,5,0.0,1.0,0.0,2.0,1,6,2.0,2.0,47,0,4.0,1.0,0,4.0,0,10.0,150.0,1.0
7115,0,5,0.0,1.0,0.0,0.0,1,7,3.0,2.0,56,0,4.0,1.0,0,4.0,0,30.0,5000.0,2.0
7136,0,5,1.0,2.0,0.0,3.0,1,6,4.0,5.0,50,1,5.0,3.0,0,4.0,0,20.0,6000.0,3.0
7140,0,3,1.0,1.0,0.0,1.0,1,3,3.0,2.0,46,0,5.0,1.0,1,2.0,0,20.0,8500.0,2.0
7144,0,4,1.0,2.0,0.0,3.0,0,1,4.0,4.0,58,1,3.0,1.0,1,3.0,0,25.0,15000.0,2.0
7153,0,5,1.0,2.0,0.0,2.0,0,3,3.0,3.0,37,1,5.0,1.0,0,4.0,0,30.0,13000.0,2.0
7154,0,5,0.0,2.0,0.0,2.0,0,4,2.0,2.0,41,1,4.0,1.0,0,4.0,0,45.0,20000.0,3.0
7158,0,5,1.0,2.0,0.0,2.0,1,4,2.0,2.0,54,0,4.0,1.0,0,4.0,0,5.0,10000.0,2.0
7188,0,1,1.0,3.0,0.0,3.0,1,4,4.0,3.0,62,0,3.0,1.0,0,3.0,0,2.0,2000.0,2.0
7204,0,4,1.0,1.0,0.0,1.0,1,4,3.0,3.0,43,0,5.0,1.0,0,4.0,0,10.0,10000.0,3.0
7257,0,3,1.0,2.0,0.0,2.0,0,4,5.0,4.0,25,1,3.0,1.0,0,1.0,0,30.0,14000.0,2.0
7258,0,3,0.0,2.0,0.0,2.0,1,4,4.0,2.0,20,0,3.0,1.0,1,1.0,0,30.0,12000.0,2.0
7262,0,5,0.0,1.0,0.0,1.0,1,4,3.0,3.0,34,0,5.0,1.0,0,4.0,0,10.0,12000.0,3.0
7291,0,5,1.0,5.0,0.0,2.0,1,1,2.0,1.0,60,1,5.0,1.0,0,4.0,0,120.0,40000.0,1.0
7356,0,5,1.0,2.0,0.0,1.0,0,1,5.0,3.0,46,1,2.0,1.0,0,3.0,0,45.0,16000.0,1.0
7374,0,5,1.0,1.0,0.0,1.0,1,2,1.0,4.0,37,0,4.0,1.0,1,4.0,0,35.0,15000.0,1.0
7419,0,5,0.0,3.0,0.0,1.0,1,5,3.0,4.0,69,0,4.0,1.0,0,4.0,0,30.0,15000.0,1.0
7446,0,1,1.0,2.0,0.0,2.0,1,5,2.0,2.0,85,0,2.0,1.0,0,3.0,0,5.0,4000.0,3.0
7457,0,4,0.0,1.0,0.0,0.0,1,6,3.0,2.0,59,0,5.0,1.0,0,4.0,0,15.0,15000.0,1.0
7475,0,5,1.0,2.0,0.0,2.0,1,6,2.0,3.0,46,0,4.0,1.0,0,4.0,0,35.0,12000.0,3.0
7486,0,5,1.0,1.0,0.0,2.0,0,5,1.0,2.0,54,1,5.0,6.0,0,4.0,0,32.0,17250.0,2.0
7501,0,5,1.0,2.0,0.0,2.0,1,1,2.0,2.0,67,1,5.0,1.0,0,1.0,0,10.0,15000.0,2.0
7538,0,2,1.0,1.0,0.0,2.0,0,4,3.0,3.0,52,1,5.0,1.0,1,3.0,0,30.0,3000.0,3.0
7547,0,5,1.0,2.0,0.0,3.0,1,4,2.0,2.0,46,1,4.0,1.0,0,4.0,0,40.0,20000.0,2.0
7552,0,5,1.0,4.0,0.0,2.0,0,5,2.0,4.0,52,1,5.0,1.0,0,4.0,0,30.0,15000.0,3.0
7613,0,5,0.0,1.0,0.0,0.0,0,4,1.0,2.0,64,1,5.0,1.0,0,4.0,0,35.0,14000.0,2.0
7652,0,4,1.0,2.0,0.0,4.0,1,5,5.0,5.0,42,0,3.0,1.0,0,2.0,0,5.0,7000.0,2.0
7660,0,5,1.0,4.0,0.0,3.0,1,6,4.0,4.0,62,1,4.0,1.0,0,4.0,0,75.0,1500.0,3.0
7663,0,5,1.0,4.0,1.0,2.0,1,1,5.0,4.0,25,1,4.0,1.0,0,3.0,0,10.0,10000.0,2.0
7686,0,4,1.0,1.0,0.0,1.0,1,5,2.0,2.0,64,1,2.0,1.0,0,4.0,0,5.0,12000.0,2.0
7714,0,5,1.0,1.0,0.0,1.0,0,2,3.0,2.0,33,0,5.0,6.0,0,4.0,0,15.0,5000.0,2.0
7725,0,5,1.0,2.0,0.0,3.0,1,2,4.0,3.0,38,1,5.0,1.0,0,3.0,0,25.0,15000.0,1.0
7731,0,5,1.0,2.0,0.0,1.0,0,1,2.0,3.0,59,1,4.0,1.0,0,4.0,0,20.0,12000.0,2.0
7742,0,5,1.0,4.0,0.0,4.0,1,2,2.0,3.0,65,1,2.0,1.0,0,4.0,0,12.0,15000.0,1.0
7747,0,5,1.0,3.0,0.0,2.0,1,6,2.0,3.0,40,0,3.0,1.0,0,2.0,0,20.0,15000.0,3.0
7781,1,3,0.0,2.0,0.0,1.0,1,2,3.0,3.0,34,0,3.0,1.0,0,1.0,0,15.0,4800.0,1.0
7854,0,4,1.0,2.0,0.0,3.0,1,5,1.0,2.0,22,0,3.0,1.0,0,1.0,0,10.0,5000.0,3.0
7867,0,5,1.0,3.0,0.0,2.0,1,1,3.0,2.0,31,1,5.0,1.0,0,4.0,0,20.0,13000.0,3.0
7878,0,3,1.0,2.0,0.0,2.0,0,3,3.0,2.0,46,1,2.0,2.0,0,3.0,0,60.0,12000.0,3.0
7893,0,4,1.0,2.0,0.0,3.0,1,1,3.0,3.0,27,1,5.0,1.0,0,4.0,0,15.0,7500.0,2.0
7941,0,5,0.0,1.0,0.0,1.0,1,7,1.0,1.0,53,0,3.0,1.0,0,4.0,0,25.0,27000.0,2.0
7996,0,5,1.0,1.0,0.0,1.0,1,1,2.0,3.0,16,0,1.0,1.0,0,1.0,0,10.0,2500.0,2.0
8015,0,5,1.0,4.0,1.0,2.0,1,1,3.0,3.0,31,1,5.0,1.0,0,4.0,0,10.0,10000.0,2.0
8017,0,4,1.0,1.0,0.0,1.0,1,1,2.0,2.0,41,1,3.0,1.0,0,1.0,0,15.0,8000.0,2.0
8041,0,5,1.0,4.0,0.0,4.0,1,5,4.0,4.0,20,1,3.0,1.0,0,2.0,0,35.0,20000.0,2.0
8051,0,5,1.0,2.0,0.0,2.0,1,2,5.0,5.0,24,1,5.0,1.0,0,4.0,0,10.0,8000.0,1.0
8066,0,4,1.0,4.0,0.0,4.0,1,3,2.0,3.0,58,1,3.0,1.0,0,3.0,0,8.0,15000.0,3.0
8075,0,4,0.0,2.0,0.0,2.0,1,4,2.0,3.0,53,1,5.0,1.0,0,4.0,0,13.0,7400.0,1.0
8121,0,5,1.0,2.0,0.0,2.0,1,4,2.0,2.0,73,1,3.0,1.0,0,3.0,0,120.0,30000.0,2.0
8162,0,5,1.0,2.0,0.0,12.0,1,1,2.0,3.0,62,1,3.0,1.0,0,3.0,0,15.0,30000.0,2.0
8181,0,3,1.0,2.0,0.0,2.0,1,4,2.0,3.0,31,1,5.0,1.0,0,4.0,0,18.0,9000.0,1.0
8271,0,2,1.0,4.0,0.0,3.0,1,3,2.0,2.0,53,0,3.0,1.0,0,2.0,0,23.0,12000.0,3.0
8296,1,1,1.0,2.0,0.0,3.0,1,6,3.0,3.0,64,1,2.0,4.0,1,4.0,0,12.0,5000.0,2.0
8320,0,3,1.0,3.0,0.0,5.0,1,3,1.0,2.0,36,1,2.0,1.0,0,3.0,0,25.0,15000.0,1.0
8326,0,5,0.0,1.0,0.0,2.0,1,6,5.0,5.0,65,0,4.0,1.0,1,4.0,0,10.0,15000.0,3.0
8328,0,5,1.0,1.0,0.0,1.0,1,6,3.0,4.0,24,1,4.0,1.0,1,3.0,0,5.0,7000.0,2.0
8384,0,2,1.0,4.0,0.0,3.0,1,5,1.0,3.0,19,1,2.0,7.0,0,4.0,0,10.0,100.0,3.0
8419,0,5,1.0,2.0,0.0,2.0,0,3,4.0,3.0,44,1,5.0,1.0,0,4.0,0,15.0,13000.0,1.0
8428,0,2,1.0,1.0,0.0,2.0,0,6,5.0,3.0,45,0,2.0,1.0,0,2.0,0,3.0,15000.0,1.0
8442,0,5,1.0,2.0,0.0,3.0,1,6,2.0,2.0,67,0,3.0,1.0,0,4.0,0,10.0,20000.0,1.0
8459,0,4,1.0,2.0,0.0,2.0,1,5,3.0,3.0,50,1,4.0,2.0,0,1.0,0,45.0,8000.0,3.0
8471,0,5,1.0,2.0,0.0,1.0,1,5,2.0,4.0,28,0,4.0,1.0,0,1.0,0,35.0,30000.0,3.0
8545,0,3,1.0,3.0,0.0,1.0,1,4,3.0,1.0,34,1,3.0,1.0,0,1.0,0,60.0,12000.0,1.0
8586,0,3,1.0,2.0,0.0,3.0,0,5,2.0,2.0,63,0,3.0,1.0,0,4.0,0,20.0,10000.0,3.0
8602,0,4,1.0,4.0,2.0,3.0,1,5,4.0,1.0,68,0,5.0,1.0,0,1.0,0,10.0,25000.0,2.0
8662,0,1,1.0,2.0,0.0,2.0,1,3,3.0,2.0,38,1,5.0,3.0,0,4.0,0,10.0,800.0,1.0
8685,0,3,1.0,4.0,2.0,2.0,1,6,3.0,2.0,29,1,4.0,1.0,0,4.0,0,25.0,1000.0,2.0
8692,0,5,1.0,1.0,0.0,1.0,0,6,2.0,2.0,65,1,5.0,1.0,0,4.0,0,45.0,5000.0,3.0
8721,0,3,1.0,2.0,0.0,2.0,1,3,2.0,1.0,37,0,4.0,1.0,0,3.0,0,10.0,4000.0,3.0
8731,0,2,1.0,3.0,0.0,3.0,0,6,3.0,3.0,60,0,3.0,1.0,1,3.0,0,15.0,10000.0,3.0
8734,1,4,0.0,1.0,0.0,2.0,1,7,5.0,4.0,30,0,3.0,1.0,0,2.0,0,12.0,20000.0,3.0
8737,0,5,1.0,2.0,0.0,2.0,0,1,4.0,4.0,31,1,4.0,1.0,0,3.0,0,30.0,2000.0,2.0
8753,0,3,0.0,1.0,0.0,1.0,1,3,1.0,2.0,69,0,2.0,1.0,0,4.0,0,5.0,16000.0,2.0
8754,0,3,1.0,2.0,0.0,2.0,1,3,4.0,4.0,73,1,2.0,1.0,0,1.0,0,3.0,15000.0,3.0
8776,0,2,1.0,1.0,0.0,0.0,1,3,2.0,2.0,47,0,3.0,1.0,1,2.0,0,36.0,3200.0,1.0
8783,0,3,1.0,2.0,0.0,1.0,1,5,2.0,3.0,57,0,3.0,1.0,0,4.0,0,20.0,7200.0,1.0
8786,0,5,1.0,2.0,0.0,2.0,1,4,2.0,3.0,44,0,4.0,1.0,0,1.0,0,40.0,12000.0,1.0
8793,0,5,1.0,1.0,0.0,1.0,0,4,3.0,3.0,28,0,5.0,3.0,0,4.0,0,10.0,500.0,3.0
8826,0,3,1.0,1.0,0.0,0.0,1,2,2.0,3.0,50,1,3.0,1.0,1,1.0,0,10.0,50000.0,3.0
8971,0,5,1.0,6.0,2.0,2.0,1,4,4.0,4.0,51,0,4.0,1.0,0,4.0,0,15.0,13000.0,2.0
8992,0,3,0.0,3.0,0.0,1.0,1,6,1.0,2.0,34,0,5.0,1.0,0,4.0,0,25.0,15000.0,2.0
9041,0,2,1.0,5.0,0.0,2.0,1,5,4.0,2.0,22,1,4.0,1.0,0,4.0,0,40.0,30000.0,2.0
9069,0,5,1.0,2.0,0.0,2.0,0,7,5.0,4.0,36,1,5.0,1.0,1,4.0,0,5.0,2000.0,3.0
9088,1,5,0.0,4.0,0.0,1.0,1,8,2.0,4.0,50,0,5.0,3.0,0,4.0,0,20.0,10000.0,3.0
9102,0,3,1.0,1.0,0.0,0.0,1,1,5.0,3.0,18,0,2.0,1.0,0,3.0,0,30.0,2000.0,1.0
9126,0,5,1.0,6.0,1.0,2.0,1,1,4.0,3.0,39,1,4.0,1.0,0,4.0,0,25.0,10000.0,1.0
9128,0,2,1.0,4.0,1.0,2.0,1,2,3.0,3.0,37,1,4.0,1.0,0,4.0,0,60.0,15600.0,3.0
9147,0,4,1.0,2.0,0.0,2.0,1,5,4.0,3.0,78,1,2.0,2.0,0,1.0,0,10.0,8000.0,3.0
9161,0,3,1.0,2.0,0.0,2.0,1,6,3.0,2.0,35,0,2.0,3.0,0,4.0,0,10.0,600.0,2.0
9166,0,2,1.0,3.0,0.0,3.0,1,7,2.0,2.0,47,1,3.0,1.0,0,2.0,0,25.0,5000.0,2.0
9175,0,1,1.0,1.0,0.0,1.0,1,1,3.0,3.0,51,0,3.0,1.0,0,1.0,0,20.0,10000.0,3.0
9179,0,5,1.0,2.0,0.0,2.0,1,6,2.0,5.0,52,1,3.0,1.0,0,4.0,0,45.0,14000.0,2.0
9180,0,5,0.0,1.0,0.0,1.0,1,2,5.0,4.0,48,0,3.0,1.0,0,4.0,0,25.0,21860.0,2.0
9187,0,5,1.0,2.0,0.0,2.0,0,2,2.0,2.0,53,0,4.0,6.0,1,1.0,0,25.0,5000.0,1.0
9218,0,5,1.0,2.0,0.0,4.0,1,1,5.0,4.0,37,1,3.0,3.0,0,4.0,0,30.0,20000.0,3.0
9219,0,5,0.0,1.0,0.0,1.0,1,1,3.0,3.0,35,0,5.0,3.0,0,2.0,0,30.0,20000.0,3.0
9225,0,4,0.0,1.0,0.0,0.0,1,6,1.0,1.0,37,0,4.0,1.0,1,4.0,0,24.0,4000.0,3.0
9231,0,5,1.0,2.0,0.0,2.0,1,4,4.0,3.0,66,1,5.0,1.0,0,4.0,0,25.0,18000.0,3.0
9244,0,3,1.0,2.0,0.0,2.0,1,6,2.0,3.0,60,1,2.0,1.0,0,3.0,0,20.0,10000.0,1.0
9275,0,4,1.0,1.0,0.0,3.0,1,4,4.0,4.0,65,1,5.0,1.0,0,4.0,0,15.0,7500.0,1.0
9284,0,4,1.0,5.0,0.0,4.0,0,1,3.0,3.0,62,0,4.0,6.0,0,4.0,0,28.0,16376.0,2.0
9292,0,4,1.0,2.0,0.0,2.0,1,4,4.0,4.0,43,1,4.0,1.0,1,4.0,0,70.0,10000.0,2.0
9299,0,5,1.0,2.0,0.0,2.0,1,6,2.0,3.0,48,0,4.0,1.0,0,4.0,0,15.0,5000.0,2.0
9317,0,2,1.0,3.0,0.0,2.0,1,4,5.0,5.0,54,0,5.0,1.0,0,2.0,0,6.0,5000.0,3.0
9323,0,5,0.0,3.0,0.0,1.0,1,6,1.0,1.0,48,1,4.0,1.0,0,4.0,0,40.0,25000.0,2.0
9345,0,3,1.0,2.0,0.0,2.0,0,7,1.0,2.0,64,1,3.0,1.0,0,3.0,0,10.0,12000.0,3.0
9348,0,3,1.0,3.0,0.0,2.0,1,5,3.0,3.0,61,1,3.0,1.0,0,3.0,0,20.0,16000.0,1.0
